paragraph_id,proposition_id,quad_index,triple_similarity,qa_similarity,n_relationships
1206,18787,1,0.829392,0.620593,2
1206,18787,2,0.771888,0.478731,2
1206,18788,1,0.780474,0.738788,2
1206,18788,2,0.797902,0.761582,2
1206,18792,1,0.866777,0.634523,2
1206,18792,2,0.353542,0.335431,2
1206,18797,1,0.905268,0.827276,2
1206,18797,2,0.823712,0.78156,2
1207,18800,1,0.555152,0.541134,2
1207,18800,2,0.740721,0.643239,2
1207,18806,1,0.916003,0.907912,2
1207,18806,2,0.635068,0.543635,2
1208,18815,1,0.900497,0.862542,2
1208,18815,2,0.67439,0.632659,2
1208,18818,1,0.863425,0.810938,2
1208,18818,2,1.0,0.59326,2
1209,18826,1,0.910798,0.869013,2
1209,18826,2,0.829425,0.76143,2
1209,18825,1,0.951017,0.732799,2
1209,18825,2,0.739136,0.697137,2
1209,18823,1,0.877145,0.821888,2
1209,18823,2,0.838058,0.787296,2
1209,18828,1,0.955307,0.868543,2
1209,18828,2,0.941649,0.902769,2
1209,18830,1,0.893058,0.755953,2
1209,18830,2,0.95706,0.892525,2
1209,18831,1,0.974728,0.806886,2
1209,18831,2,0.946179,0.852542,2
1209,18829,1,0.897566,0.8991,2
1209,18829,2,0.955713,0.860495,2
1209,18835,1,0.949813,0.861515,2
1209,18835,2,0.954963,0.838226,2
1209,18834,1,0.962367,0.912801,2
1209,18834,2,0.965273,0.856425,2
1209,18833,1,0.97588,0.884816,2
1209,18833,2,0.661739,0.589767,2
1209,18837,1,0.788611,0.882282,2
1209,18837,2,0.939761,0.842109,2
1210,18841,1,0.883064,0.823094,2
1210,18841,2,0.755704,0.747712,2
1209,18839,1,0.944176,0.870707,2
1209,18839,2,0.964911,0.798764,2
1209,18838,1,0.958873,0.908517,2
1209,18838,2,0.885421,0.720882,2
1210,18846,1,0.883077,0.771855,2
1210,18846,2,0.805541,0.690937,2
1210,18851,1,0.954548,0.898382,2
1210,18851,2,0.923939,0.847328,2
1210,18852,1,0.669437,0.573125,2
1210,18852,2,0.754264,0.708247,2
1211,18858,1,0.939866,0.898279,2
1211,18858,2,1.0,0.908207,2
1211,18864,1,0.651553,0.504874,2
1211,18864,2,0.948491,0.848192,2
1212,18877,1,0.773746,0.799575,2
1212,18877,2,0.806384,0.869837,2
1212,18879,1,0.901768,0.768523,2
1212,18879,2,0.806853,0.623244,2
1212,18881,1,0.901071,0.749108,2
1212,18881,2,0.783363,0.565266,2
1214,18905,1,0.925474,0.864036,2
1214,18905,2,0.753653,0.652599,2
1214,18908,1,0.889055,0.513952,2
1214,18908,2,0.884584,0.500126,2
1214,18909,1,0.888689,0.676595,2
1214,18909,2,0.851861,0.639412,2
1214,18907,1,0.898436,0.790762,2
1214,18907,2,0.910834,0.800032,2
1215,18911,1,0.876808,0.769306,2
1215,18911,2,0.932878,0.894061,2
1215,18914,1,0.88838,0.545695,2
1215,18914,2,0.755575,0.694391,2
1217,18937,1,0.663922,0.673434,2
1217,18937,2,0.960486,0.908383,2
1218,18948,1,0.912563,0.344085,2
1218,18948,2,0.548518,0.547928,2
1218,18949,1,0.988542,0.328133,2
1218,18949,2,0.944317,0.425477,2
1219,18961,1,0.715036,0.40671,2
1219,18961,2,0.829608,0.693159,2
1219,18962,1,0.610419,0.61257,2
1219,18962,2,0.859747,0.533047,2
1219,18963,1,0.691363,0.524947,2
1219,18963,2,0.954416,0.904352,2
1219,18964,1,0.932187,0.931146,2
1219,18964,2,0.965476,0.948565,2
1220,18969,1,0.520463,0.434645,2
1220,18969,2,0.906828,0.778578,2
1220,18970,1,0.983365,0.74411,2
1220,18970,2,0.933598,0.735405,2
1220,18973,1,0.944393,0.894187,2
1220,18973,2,0.886283,0.476585,2
1221,18979,1,0.883832,0.939424,2
1221,18979,2,0.953321,0.910479,2
1221,18985,1,0.754167,0.873561,2
1221,18985,2,0.871803,0.776486,2
1222,18993,1,0.806517,0.268193,2
1222,18993,2,0.487111,0.312144,2
1222,18992,1,0.977652,0.922297,2
1222,18992,2,0.971097,0.837187,2
1223,19001,1,0.919477,0.851659,2
1223,19001,2,0.784178,0.701521,2
1224,19023,1,1.0,0.346796,2
1224,19023,2,0.877067,0.828965,2
1224,19022,1,1.0,0.615824,2
1224,19022,2,0.896052,0.651726,2
1224,19025,1,1.0,0.393897,2
1224,19025,2,0.938968,0.834156,2
1225,19031,1,0.531076,0.562654,2
1225,19031,2,0.762033,0.57662,2
1225,19030,1,0.82431,0.743548,2
1225,19030,2,0.88901,0.813974,2
1225,19033,1,0.967291,0.984487,2
1225,19033,2,0.928862,0.865726,2
1225,19036,1,0.966869,0.606075,2
1225,19036,2,0.918697,0.904964,2
1225,19039,1,0.841634,0.786252,2
1225,19039,2,0.662419,0.652876,2
1225,19044,1,0.9056,0.82138,2
1225,19044,2,0.567939,0.895082,2
1226,19054,1,1.0,0.653053,2
1226,19054,2,0.87391,0.714168,2
1226,19050,1,0.8663,0.760726,2
1226,19050,2,0.902108,0.802493,2
1227,19061,1,0.985231,0.616523,2
1227,19061,2,0.64291,0.629032,2
1227,19062,1,0.902012,0.738132,2
1227,19062,2,0.916005,0.614719,2
1227,19066,1,0.92748,0.91638,2
1227,19066,2,0.887737,0.889707,2
1227,19070,1,0.756757,0.61376,2
1227,19070,2,0.987207,0.936631,2
1227,19071,1,0.894174,0.885495,2
1227,19071,2,0.88759,0.7715,2
1227,19069,1,0.970031,0.871258,2
1227,19069,2,0.698541,0.741784,2
1227,19072,1,0.86756,0.621684,2
1227,19072,2,1.0,0.904562,2
1228,19077,1,0.862655,0.403986,2
1228,19077,2,0.885114,0.640053,2
1228,19079,1,0.857672,0.890002,2
1228,19079,2,0.784116,0.782987,2
1228,19081,1,0.932207,0.823669,2
1228,19081,2,0.95309,0.897756,2
1229,19092,1,0.720232,0.686165,2
1229,19092,2,0.734568,0.687557,2
1229,19091,1,0.947717,0.309338,2
1229,19091,2,0.497721,0.35204,2
1229,19095,1,0.701746,0.718279,2
1229,19095,2,0.911832,0.862261,2
1229,19106,1,0.73752,0.629061,2
1229,19106,2,0.78453,0.65963,2
1229,19104,1,0.668079,0.630376,2
1229,19104,2,0.801002,0.665015,2
1231,19133,1,0.960756,0.863937,2
1231,19133,2,0.845261,0.676045,2
1231,19137,1,0.90156,0.868104,2
1231,19137,2,0.911798,0.702289,2
1232,19150,1,0.816251,0.492589,2
1232,19150,2,0.775748,0.707433,2
1232,19146,1,0.540278,0.274751,2
1232,19146,2,0.969582,0.883024,2
1232,19151,1,0.956087,0.758207,2
1232,19151,2,0.940084,0.712159,2
1234,19172,1,0.88659,0.791261,2
1234,19172,2,0.962103,0.680325,2
1234,19176,1,0.974602,0.648385,2
1234,19176,2,1.0,0.84802,2
1234,19173,1,0.815083,0.529812,2
1234,19173,2,0.76096,0.643043,2
1234,19175,1,0.747098,0.694063,2
1234,19175,2,0.714246,0.465666,2
1235,19192,1,0.879509,0.867203,2
1235,19192,2,0.731623,0.771264,2
1235,19191,1,0.968336,0.950642,2
1235,19191,2,0.758114,0.672523,2
1235,19196,1,0.880192,0.64017,2
1235,19196,2,0.928155,0.772131,2
1235,19200,1,0.823004,0.694032,2
1235,19200,2,0.766947,0.764954,2
1236,19204,1,0.948267,0.419407,2
1236,19204,2,0.743737,0.557871,2
1236,19213,1,0.848669,0.773326,2
1236,19213,2,0.97118,0.783614,2
1236,19210,1,0.595844,0.729685,2
1236,19210,2,0.951545,0.494918,2
1237,19221,1,0.830211,0.79773,2
1237,19221,2,0.780656,0.432815,2
1238,19229,1,0.963095,0.939552,2
1238,19229,2,0.882055,0.815009,2
1238,19232,1,0.937552,0.8439,2
1238,19232,2,0.963833,0.825902,2
1238,19239,1,0.933092,0.741923,2
1238,19239,2,0.788197,0.605778,2
1239,19246,1,0.995908,0.888833,2
1239,19246,2,0.950905,0.838533,2
1239,19250,1,0.833141,0.509875,2
1239,19250,2,0.777699,0.718481,2
1239,19253,1,0.881289,0.69833,2
1239,19253,2,0.479627,0.414616,2
1239,19255,1,0.851724,0.689671,2
1239,19255,2,0.586459,0.543267,2
1240,19259,1,0.980454,0.803772,2
1240,19259,2,0.944798,0.764383,2
1240,19262,1,0.574546,0.49087,2
1240,19262,2,0.897452,0.818074,2
1241,19285,1,0.726113,0.585298,2
1241,19285,2,0.915428,0.396553,2
1242,19305,1,0.951274,0.734472,2
1242,19305,2,0.928251,0.858982,2
1244,19315,1,0.802701,0.646463,2
1244,19315,2,0.671113,0.753426,2
1244,19326,1,0.953716,0.764162,2
1244,19326,2,0.34907,0.288811,2
1245,19333,1,0.707837,0.669662,2
1245,19333,2,0.936541,0.915638,2
1245,19337,1,0.780278,0.708619,2
1245,19337,2,0.786993,0.875283,2
1245,19339,1,0.939302,0.790187,2
1245,19339,2,0.977982,0.816247,2
1246,19343,1,0.987642,0.832592,2
1246,19343,2,0.890581,0.837724,2
1246,19347,1,0.862465,0.652889,2
1246,19347,2,0.952704,0.747639,2
1246,19346,1,0.700405,0.496464,2
1246,19346,2,0.731792,0.527986,2
1246,19348,1,0.913059,0.786677,2
1246,19348,2,0.974181,0.859288,2
1248,19366,1,1.0,0.670049,2
1248,19366,2,0.920969,0.67379,2
1248,19370,1,0.883832,0.644924,2
1248,19370,2,0.844021,0.803335,2
1248,19372,1,0.970358,0.823742,2
1248,19372,2,0.565401,0.666102,2
1249,19378,1,0.941117,0.934354,2
1249,19378,2,1.0,0.883409,2
1249,19380,1,0.643922,0.569431,2
1249,19380,2,0.785502,0.723208,2
1250,19388,1,0.860731,0.703107,2
1250,19388,2,0.827595,0.738177,2
1250,19397,1,0.878583,0.866712,2
1250,19397,2,0.873004,0.845777,2
1250,19387,1,1.0,0.901644,2
1250,19387,2,0.937869,0.855193,2
1251,19403,1,0.556064,0.417504,2
1251,19403,2,0.745458,0.677184,2
1251,19405,1,0.909534,0.822087,2
1251,19405,2,0.886762,0.830251,2
1251,19408,1,0.614389,0.551249,2
1251,19408,2,0.833608,0.723984,2
1252,19413,1,0.845744,0.963572,2
1252,19413,2,0.931534,0.968482,2
1252,19415,1,0.718246,0.473766,2
1252,19415,2,0.929142,0.443198,2
1253,19425,1,0.95163,0.86754,2
1253,19425,2,1.0,0.894598,2
1252,19421,1,0.83704,0.866318,2
1252,19421,2,0.772085,0.866318,2
1253,19432,1,0.955966,0.810167,2
1253,19432,2,0.856614,0.710349,2
1253,19436,1,0.910577,0.850249,2
1253,19436,2,0.958454,0.951444,2
1253,19437,1,0.918142,0.84354,2
1253,19437,2,0.967339,0.963479,2
1254,19441,1,0.998051,0.736268,2
1254,19441,2,0.998051,0.677563,2
1254,19443,1,0.877012,0.850965,2
1254,19443,2,0.8291,0.779995,2
1254,19445,1,0.832072,0.754868,2
1254,19445,2,0.838218,0.755363,2
1254,19447,1,0.906542,0.678639,2
1254,19447,2,0.969254,0.881938,2
1255,19450,1,0.766545,0.742159,2
1255,19450,2,0.938964,0.900325,2
1255,19453,1,0.594202,0.579559,2
1255,19453,2,0.755454,0.689777,2
1255,19456,1,0.823448,0.876256,2
1255,19456,2,0.757242,0.732769,2
1256,19462,1,0.767399,0.616655,2
1256,19462,2,0.692058,0.687044,2
1256,19463,1,1.0,0.733869,2
1256,19463,2,0.67886,0.457555,2
1256,19469,1,0.827051,0.693856,2
1256,19469,2,0.871942,0.77395,2
1256,19472,1,0.933331,0.861619,2
1256,19472,2,0.660655,0.588746,2
1256,19477,1,0.925313,0.803271,2
1256,19477,2,0.808749,0.533198,2
1256,19478,1,0.934116,0.814125,2
1256,19478,2,0.587784,0.582186,2
1256,19475,1,0.935748,0.833771,2
1256,19475,2,0.714489,0.546348,2
1256,19483,1,0.892231,0.789018,2
1256,19483,2,0.802552,0.584761,2
1256,19482,1,0.878381,0.676214,2
1256,19482,2,0.728505,0.673227,2
1256,19481,1,0.928166,0.867033,2
1256,19481,2,0.80699,0.692347,2
1256,19487,1,0.88345,0.653759,2
1256,19487,2,0.745305,0.559277,2
1256,19488,1,0.851909,0.430731,2
1256,19488,2,0.763784,0.638304,2
1256,19486,1,0.81255,0.625313,2
1256,19486,2,0.830662,0.730741,2
1256,19491,1,0.929598,0.803689,2
1256,19491,2,0.89445,0.800438,2
1256,19492,1,0.746281,0.709977,2
1256,19492,2,0.965959,0.666916,2
1256,19495,1,0.697314,0.523382,2
1256,19495,2,0.877338,0.771618,2
1256,19494,1,0.765985,0.609361,2
1256,19494,2,0.924295,0.836792,2
1256,19493,1,0.771584,0.710101,2
1256,19493,2,0.962829,0.681587,2
1256,19496,1,0.724949,0.562694,2
1256,19496,2,0.862734,0.677503,2
1256,19497,1,0.753265,0.616818,2
1256,19497,2,0.942864,0.8761,2
1256,19499,1,0.68314,0.640375,2
1256,19499,2,0.927683,0.833477,2
1256,19500,1,0.836734,0.821811,2
1256,19500,2,0.942679,0.846197,2
1256,19498,1,0.669043,0.533077,2
1256,19498,2,0.885575,0.809077,2
1257,19502,1,0.978079,0.623061,2
1257,19502,2,0.853084,0.760352,2
1257,19510,1,0.951165,0.885695,2
1257,19510,2,0.751753,0.660763,2
1257,19511,1,0.938881,0.853285,2
1257,19511,2,0.696841,0.635328,2
1257,19512,1,0.973986,0.909973,2
1257,19512,2,0.747912,0.667639,2
1257,19509,1,0.952944,0.876848,2
1257,19509,2,0.648146,0.53394,2
1257,19516,1,0.962963,0.926543,2
1257,19516,2,0.956467,0.926936,2
1257,19520,1,0.966817,0.801825,2
1257,19520,2,0.401955,0.410881,2
1258,19529,1,0.654699,0.574802,2
1258,19529,2,0.871873,0.567235,2
1258,19532,1,1.0,0.896537,2
1258,19532,2,0.901923,0.814975,2
1258,19533,1,0.947277,0.705861,2
1258,19533,2,0.905144,0.823012,2
1259,19543,1,0.883647,0.804946,2
1259,19543,2,0.749608,0.69087,2
1260,19555,1,0.82873,0.707859,2
1260,19555,2,0.887741,0.609312,2
1261,19568,1,0.843492,0.750821,2
1261,19568,2,0.833528,0.739609,2
1262,19582,1,0.783214,0.505723,2
1262,19582,2,0.87757,0.600767,2
1262,19590,1,0.949708,0.658458,2
1262,19590,2,0.799731,0.601717,2
1262,19592,1,0.895601,0.74788,2
1262,19592,2,0.923703,0.790648,2
1262,19596,1,0.938086,0.732037,2
1262,19596,2,0.679409,0.497101,2
1262,19597,1,0.863594,0.84487,2
1262,19597,2,0.705801,0.578847,2
1263,19605,1,0.922287,0.644111,2
1263,19605,2,0.779568,0.71849,2
1263,19614,1,0.928384,0.779253,2
1263,19614,2,0.76352,0.789069,2
1264,19620,1,0.79167,0.68697,2
1264,19620,2,0.685705,0.623801,2
1264,19630,1,0.821136,0.346669,2
1264,19630,2,0.715511,0.698015,2
1265,19644,1,0.909228,0.920593,2
1265,19644,2,0.973454,0.932897,2
1266,19653,1,0.930219,0.801209,2
1266,19653,2,0.825604,0.792216,2
1267,19685,1,0.904855,0.805288,2
1267,19685,2,0.878361,0.779445,2
1267,19688,1,0.802202,0.558392,2
1267,19688,2,0.934843,0.454427,2
1268,19707,1,0.948676,0.943613,2
1268,19707,2,0.92045,0.742625,2
1268,19708,1,0.952072,0.965794,2
1268,19708,2,0.928918,0.7856,2
1268,19712,1,0.840389,0.791803,2
1268,19712,2,0.883122,0.799271,2
1269,19714,1,0.907149,0.597878,2
1269,19714,2,0.779864,0.842026,2
1269,19715,1,0.905436,0.898663,2
1269,19715,2,0.961858,0.947591,2
1268,19693,1,0.901729,0.805986,2
1268,19693,2,0.920132,0.805986,2
1269,19719,1,0.909373,0.752892,2
1269,19719,2,0.875276,0.406948,2
1269,19725,1,0.889531,0.879228,2
1269,19725,2,0.739256,0.692994,2
1270,19730,1,0.505811,0.703223,2
1270,19730,2,0.80942,0.735261,2
1271,19733,1,0.947818,0.833233,2
1271,19733,2,0.886642,0.788057,2
1271,19737,1,0.848911,0.581347,2
1271,19737,2,0.850103,0.669241,2
1273,19768,1,0.909401,0.829855,2
1273,19768,2,0.947638,0.871953,2
1273,19771,1,0.879019,0.843209,2
1273,19771,2,0.874209,0.843209,2
1273,19774,1,0.852447,0.650116,2
1273,19774,2,0.452567,0.257155,2
1274,19794,1,0.820186,0.647383,2
1274,19794,2,0.877074,0.794987,2
1275,19799,1,0.855194,0.769205,2
1275,19799,2,0.950816,0.808262,2
1275,19800,1,0.936916,0.832374,2
1275,19800,2,0.668656,0.624658,2
1275,19807,1,0.761273,0.733013,2
1275,19807,2,0.807679,0.733013,2
1275,19811,1,0.558073,0.638861,2
1275,19811,2,0.879684,0.689826,2
1276,19815,1,0.886155,0.780191,2
1276,19815,2,0.762653,0.724623,2
1277,19822,1,0.795856,0.578265,2
1277,19822,2,0.900852,0.484302,2
1279,19839,1,0.855048,0.491542,2
1279,19839,2,0.870931,0.666595,2
1279,19843,1,0.906716,0.653109,2
1279,19843,2,0.891407,0.659201,2
1279,19847,1,0.924992,0.831797,2
1279,19847,2,0.728027,0.586622,2
1279,19853,1,1.0,0.936047,2
1279,19853,2,0.717328,0.598501,2
1279,19852,1,1.0,0.97266,2
1279,19852,2,0.653025,0.46097,2
1280,19858,1,0.963182,0.993133,2
1280,19858,2,0.910476,0.778461,2
1280,19861,1,0.944562,0.868598,2
1280,19861,2,0.890855,0.868598,2
1281,19867,1,0.771361,0.216482,2
1281,19867,2,0.975361,0.681919,2
1281,19869,1,0.966497,0.653267,2
1281,19869,2,0.665252,0.527897,2
1281,19870,1,0.851177,0.779646,2
1281,19870,2,0.694647,0.566332,2
1281,19871,1,0.688412,0.447857,2
1281,19871,2,0.873985,0.734158,2
1282,19886,1,0.971558,0.917536,2
1282,19886,2,0.903924,0.909303,2
1282,19887,1,0.554129,0.618169,2
1282,19887,2,0.725306,0.646514,2
1282,19892,1,0.997473,0.974918,2
1282,19892,2,0.986162,0.93668,2
1282,19895,1,0.933771,0.886451,2
1282,19895,2,0.756065,0.634983,2
1283,19900,1,0.988701,0.82084,2
1283,19900,2,0.988961,0.899981,2
1283,19904,1,0.796809,0.670744,2
1283,19904,2,0.801034,0.707748,2
1284,19913,1,0.770936,0.636735,2
1284,19913,2,0.640315,0.617575,2
1284,19914,1,0.684126,0.627754,2
1284,19914,2,0.73767,0.671926,2
1285,19932,1,0.900303,0.798665,2
1285,19932,2,0.940934,0.875798,2
1285,19933,1,0.969942,0.922915,2
1285,19933,2,0.819327,0.886831,2
1285,19934,1,0.899428,0.864344,2
1285,19934,2,0.738232,0.686445,2
1285,19935,1,0.971314,0.982093,2
1285,19935,2,0.888425,0.910133,2
1285,19936,1,0.917289,0.84688,2
1285,19936,2,0.60871,0.449943,2
1287,19948,1,0.981969,0.77436,2
1287,19948,2,0.857527,0.824135,2
1287,19953,1,0.978936,0.960256,2
1287,19953,2,0.876097,0.857083,2
1288,19967,1,0.661973,0.723701,2
1288,19967,2,0.909041,0.623302,2
1288,19968,1,0.844094,0.781524,2
1288,19968,2,0.645117,0.720892,2
1289,19976,1,0.897945,0.804649,2
1289,19976,2,1.0,0.840789,2
1289,19978,1,0.922533,0.853122,2
1289,19978,2,0.853641,0.781863,2
1289,19977,1,0.734995,0.902758,2
1289,19977,2,0.895521,0.79548,2
1289,19981,1,0.865208,0.626689,2
1289,19981,2,0.869062,0.681981,2
1290,19997,1,0.784807,0.773925,2
1290,19997,2,0.793243,0.757416,2
1290,19996,1,0.876009,0.671624,2
1290,19996,2,0.733136,0.658166,2
1290,19995,1,0.895683,0.708295,2
1290,19995,2,0.920811,0.644364,2
1290,19999,1,0.468052,0.35115,2
1290,19999,2,0.69663,0.550152,2
1290,20000,1,0.623278,0.590354,2
1290,20000,2,0.852106,0.515717,2
1290,20001,1,0.755553,0.762932,2
1290,20001,2,0.839502,0.621816,2
1290,20002,1,0.763454,0.61995,2
1290,20002,2,0.829856,0.620546,2
1290,20006,1,0.906679,0.488485,2
1290,20006,2,0.767103,0.603218,2
1290,20007,1,0.907188,0.572185,2
1290,20007,2,0.718476,0.543549,2
1290,20009,1,0.940075,0.751083,2
1290,20009,2,0.955152,0.709032,2
1290,20011,1,0.978287,0.709029,2
1290,20011,2,0.910032,0.780308,2
1291,20018,1,0.946851,0.765734,2
1291,20018,2,0.93537,0.774405,2
1291,20017,1,0.933636,0.698895,2
1291,20017,2,0.888441,0.820216,2
1291,20024,1,0.884224,0.859711,2
1291,20024,2,0.818371,0.729243,2
1291,20026,1,0.951262,0.582039,2
1291,20026,2,0.487089,0.438536,2
1292,20035,1,0.955843,0.891705,2
1292,20035,2,0.716401,0.630581,2
1293,20041,1,0.634169,0.629868,2
1293,20041,2,0.723907,0.699446,2
1293,20051,1,0.978065,0.85997,2
1293,20051,2,0.981345,0.825343,2
1293,20049,1,0.779604,0.73629,2
1293,20049,2,0.813356,0.648862,2
1294,20058,1,0.905442,0.676761,2
1294,20058,2,0.923451,0.680854,2
1294,20071,1,0.995961,0.860232,2
1294,20071,2,0.859364,0.808683,2
1294,20072,1,0.987798,0.9806,2
1294,20072,2,0.927875,0.983283,2
1295,20075,1,0.877059,0.679968,2
1295,20075,2,0.916727,0.80683,2
1295,20079,1,0.998655,0.971939,2
1295,20079,2,0.982519,0.950866,2
1295,20080,1,0.983868,0.454899,2
1295,20080,2,0.848126,0.747357,2
1295,20082,1,0.957084,0.941176,2
1295,20082,2,0.935726,0.865996,2
1295,20088,1,0.81069,0.501282,2
1295,20088,2,0.947111,0.699084,2
1295,20085,1,0.874697,0.429521,2
1295,20085,2,0.941572,0.834029,2
1296,20093,1,0.899539,0.647294,2
1296,20093,2,0.881247,0.647294,2
1296,20104,1,0.734621,0.690417,2
1296,20104,2,0.715247,0.678303,2
1297,20110,1,0.968135,0.889145,2
1297,20110,2,0.980069,0.788438,2
1297,20118,1,0.820141,0.598997,2
1297,20118,2,0.850395,0.550488,2
1297,20121,1,1.0,0.881365,2
1297,20121,2,0.9072,0.669601,2
1299,20147,1,0.93292,0.860942,2
1299,20147,2,0.692371,0.44436,2
1299,20154,1,0.934873,0.947754,2
